Trial-ID,Status,Iteration,H_l1,H_l2,activate,lr,Objective,training_error
3,INTERMEDIATE,5500,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9239658665144463,0.9310772156381728
3,INTERMEDIATE,6000,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9348249567774619,0.9409548773483908
3,INTERMEDIATE,6500,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9431307268284953,0.9483589424427744
3,INTERMEDIATE,7000,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9500155452247989,0.9543728928105666
3,INTERMEDIATE,7500,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9554793751027523,0.959101331805183
3,INTERMEDIATE,8000,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9599997844495365,0.9630166135381126
3,INTERMEDIATE,8500,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.964089533581822,0.9666016093529805
3,INTERMEDIATE,9000,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9676166135048797,0.9697638237615374
3,INTERMEDIATE,9500,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9707492988947859,0.972624463605901
3,INTERMEDIATE,1,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9714893221895539,0.9752839415981319
3,COMPLETED,9500,220,95,nn.LeakyReLU,2.5101997190431805e-06,0.9714893221895539,0.9752839415981319
4,INTERMEDIATE,0,206,97,nn.LeakyReLU,0.0015519221328835736,0.2808577866527926,0.29291824310833003
4,INTERMEDIATE,500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9988839462904566,0.9989116933083981
4,INTERMEDIATE,1000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9990125276165251,0.9990693384123291
4,INTERMEDIATE,1500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9990550426217562,0.999124544556123
4,INTERMEDIATE,2000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9990441312671325,0.9991154864586776
4,INTERMEDIATE,2500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991015075002222,0.9991865706281747
4,INTERMEDIATE,3000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991117460449153,0.9992038989153619
4,INTERMEDIATE,3500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991239330033602,0.9992257698449845
4,INTERMEDIATE,4000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991182478519971,0.9992332907413419
4,INTERMEDIATE,4500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991199007472279,0.9992364980777656
4,INTERMEDIATE,5000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991277184931592,0.9992596734564
4,INTERMEDIATE,5500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991330750364873,0.9992752571228124
4,INTERMEDIATE,6000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991369786607244,0.9992911434530493
4,INTERMEDIATE,6500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991320308686554,0.9992964332633393
4,INTERMEDIATE,7000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9990731880958009,0.9992382091704461
4,INTERMEDIATE,7500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991511507790896,0.9993330933388089
4,INTERMEDIATE,8000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991371326010162,0.9993286067534924
4,INTERMEDIATE,8500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991592079949042,0.9993546237109798
4,INTERMEDIATE,9000,206,97,nn.LeakyReLU,0.0015519221328835736,0.9990758155528189,0.9992721541371826
4,INTERMEDIATE,9500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991297197105115,0.9993468876426975
4,INTERMEDIATE,1,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991189422711483,0.9993772166523287
4,COMPLETED,9500,206,97,nn.LeakyReLU,0.0015519221328835736,0.9991592079949042,0.9993546237109798
5,INTERMEDIATE,0,89,147,nn.PReLU,0.015453068547721454,0.183041645835328,0.09664902808769638
5,INTERMEDIATE,500,89,147,nn.PReLU,0.015453068547721454,0.9987091483712004,0.9987634175365994
5,INTERMEDIATE,1000,89,147,nn.PReLU,0.015453068547721454,0.9990333936896936,0.9990944225271007
5,INTERMEDIATE,1500,89,147,nn.PReLU,0.015453068547721454,0.9990360970181138,0.9990927960169114
5,INTERMEDIATE,2000,89,147,nn.PReLU,0.015453068547721454,0.9984762216607244,0.9985484199298008
5,INTERMEDIATE,2500,89,147,nn.PReLU,0.015453068547721454,0.9990784764165157,0.9991668463836942
5,INTERMEDIATE,3000,89,147,nn.PReLU,0.015453068547721454,0.9986852960134033,0.9987319311037012
5,INTERMEDIATE,3500,89,147,nn.PReLU,0.015453068547721454,0.9990689903987434,0.9991792365476517
5,INTERMEDIATE,4000,89,147,nn.PReLU,0.015453068547721454,0.9970649677952053,0.9971514015797558
5,INTERMEDIATE,4500,89,147,nn.PReLU,0.015453068547721454,0.9991198399769577,0.9992406237222587
5,INTERMEDIATE,5000,89,147,nn.PReLU,0.015453068547721454,0.9990430348618781,0.9991913042689224
5,INTERMEDIATE,5500,89,147,nn.PReLU,0.015453068547721454,0.9991500127170185,0.999316857682397
5,INTERMEDIATE,6000,89,147,nn.PReLU,0.015453068547721454,0.9990732357236451,0.9992619218574987
5,INTERMEDIATE,6500,89,147,nn.PReLU,0.015453068547721454,0.9991033702406952,0.999304373579597
5,INTERMEDIATE,7000,89,147,nn.PReLU,0.015453068547721454,0.9990163906405731,0.9992326772379392
5,INTERMEDIATE,7500,89,147,nn.PReLU,0.015453068547721454,0.9990215642620969,0.9992342198455754
5,INTERMEDIATE,8000,89,147,nn.PReLU,0.015453068547721454,0.9979957480065735,0.9983185498357628
5,INTERMEDIATE,8500,89,147,nn.PReLU,0.015453068547721454,0.9990907065295648,0.9993701949085531
5,INTERMEDIATE,9000,89,147,nn.PReLU,0.015453068547721454,0.9991220956361712,0.999403163176631
5,INTERMEDIATE,9500,89,147,nn.PReLU,0.015453068547721454,0.9991449473761045,0.9994520141749997
5,INTERMEDIATE,1,89,147,nn.PReLU,0.015453068547721454,0.9989878679630739,0.99931917350729
5,COMPLETED,9500,89,147,nn.PReLU,0.015453068547721454,0.9991500127170185,0.999316857682397
6,INTERMEDIATE,0,267,69,nn.PReLU,3.6648041708604085e-05,-0.1399999069578679,-0.13594171126555188
6,INTERMEDIATE,500,267,69,nn.PReLU,3.6648041708604085e-05,0.909483482192679,0.9180123230156281
6,INTERMEDIATE,1000,267,69,nn.PReLU,3.6648041708604085e-05,0.9601837455012995,0.9635778091712695
6,INTERMEDIATE,1500,267,69,nn.PReLU,3.6648041708604085e-05,0.9738925785274243,0.9758719392658834
6,INTERMEDIATE,2000,267,69,nn.PReLU,3.6648041708604085e-05,0.9822597640266553,0.9836442182115042
6,INTERMEDIATE,2500,267,69,nn.PReLU,3.6648041708604085e-05,0.9879428975275705,0.9889019191738156
6,INTERMEDIATE,3000,267,69,nn.PReLU,3.6648041708604085e-05,0.9916049599967897,0.9922627436282314
6,INTERMEDIATE,3500,267,69,nn.PReLU,3.6648041708604085e-05,0.994123113306276,0.9945686718714875
6,INTERMEDIATE,4000,267,69,nn.PReLU,3.6648041708604085e-05,0.9957768308093893,0.9960649479840252
6,INTERMEDIATE,4500,267,69,nn.PReLU,3.6648041708604085e-05,0.996869847849634,0.9970321415098238
6,INTERMEDIATE,5000,267,69,nn.PReLU,3.6648041708604085e-05,0.9975858864824773,0.9976732904205514
6,INTERMEDIATE,5500,267,69,nn.PReLU,3.6648041708604085e-05,0.9980605847587853,0.9980962882702827
6,INTERMEDIATE,6000,267,69,nn.PReLU,3.6648041708604085e-05,0.9983719760716324,0.9983854921016299
6,INTERMEDIATE,6500,267,69,nn.PReLU,3.6648041708604085e-05,0.9985830851241462,0.9985910644823047
6,INTERMEDIATE,7000,267,69,nn.PReLU,3.6648041708604085e-05,0.9987342718177101,0.9987381497281584
6,INTERMEDIATE,7500,267,69,nn.PReLU,3.6648041708604085e-05,0.99883929933366,0.9988435911460551
6,INTERMEDIATE,8000,267,69,nn.PReLU,3.6648041708604085e-05,0.9989091836601778,0.998915766518823
6,INTERMEDIATE,8500,267,69,nn.PReLU,3.6648041708604085e-05,0.9989545839185071,0.998970484045271
6,INTERMEDIATE,9000,267,69,nn.PReLU,3.6648041708604085e-05,0.9989893288059932,0.9990135327051534
6,INTERMEDIATE,9500,267,69,nn.PReLU,3.6648041708604085e-05,0.999015655435747,0.9990494440414013
6,INTERMEDIATE,1,267,69,nn.PReLU,3.6648041708604085e-05,0.9988747943302173,0.9990829274471705
6,COMPLETED,9500,267,69,nn.PReLU,3.6648041708604085e-05,0.999015655435747,0.9990494440414013
7,INTERMEDIATE,0,95,138,nn.Sigmoid,0.0010312373968660014,0.02322295503124494,0.025321774980249012
7,INTERMEDIATE,500,95,138,nn.Sigmoid,0.0010312373968660014,0.9931997723922339,0.9932491502764251
7,INTERMEDIATE,1000,95,138,nn.Sigmoid,0.0010312373968660014,0.9974041734021001,0.9973965473454488
7,INTERMEDIATE,1500,95,138,nn.Sigmoid,0.0010312373968660014,0.998254139860622,0.9982662899958857
7,INTERMEDIATE,2000,95,138,nn.Sigmoid,0.0010312373968660014,0.9985511928753658,0.9985452272353477
7,INTERMEDIATE,2500,95,138,nn.Sigmoid,0.0010312373968660014,0.9986824789368983,0.9986681472502319
7,INTERMEDIATE,3000,95,138,nn.Sigmoid,0.0010312373968660014,0.9987577531647759,0.9987412025263885
7,INTERMEDIATE,3500,95,138,nn.Sigmoid,0.0010312373968660014,0.9988072588366362,0.9987904902471518
7,INTERMEDIATE,4000,95,138,nn.Sigmoid,0.0010312373968660014,0.9988426830894428,0.998827627645154
7,INTERMEDIATE,4500,95,138,nn.Sigmoid,0.0010312373968660014,0.9988694978909758,0.998855517413207
7,INTERMEDIATE,5000,95,138,nn.Sigmoid,0.0010312373968660014,0.9988887564868892,0.9988760257378747
7,INTERMEDIATE,5500,95,138,nn.Sigmoid,0.0010312373968660014,0.9989091242033615,0.9988962645122383
7,INTERMEDIATE,6000,95,138,nn.Sigmoid,0.0010312373968660014,0.9989237507530908,0.9989112599668322
7,INTERMEDIATE,6500,95,138,nn.Sigmoid,0.0010312373968660014,0.9988823056490818,0.9988705722755715
7,INTERMEDIATE,7000,95,138,nn.Sigmoid,0.0010312373968660014,0.9989454148166473,0.9989342731465182
7,INTERMEDIATE,7500,95,138,nn.Sigmoid,0.0010312373968660014,0.9988821791104823,0.9988711069886017
7,INTERMEDIATE,8000,95,138,nn.Sigmoid,0.0010312373968660014,0.9989593392553482,0.9989501956414724
7,INTERMEDIATE,8500,95,138,nn.Sigmoid,0.0010312373968660014,0.9989650074426811,0.9989565968507297
7,INTERMEDIATE,9000,95,138,nn.Sigmoid,0.0010312373968660014,0.9989697720226137,0.998962108067388
7,INTERMEDIATE,9500,95,138,nn.Sigmoid,0.0010312373968660014,0.9989742511461428,0.9989671664479693
7,INTERMEDIATE,1,95,138,nn.Sigmoid,0.0010312373968660014,0.9989030931228275,0.9989715326054721
7,COMPLETED,9500,95,138,nn.Sigmoid,0.0010312373968660014,0.9989742511461428,0.9989671664479693
8,INTERMEDIATE,0,37,35,nn.Hardswish,0.0009731234580031183,-0.00189742404093729,-0.005584405858473307
8,INTERMEDIATE,500,37,35,nn.Hardswish,0.0009731234580031183,0.9936829340893255,0.9931037773100388
8,INTERMEDIATE,1000,37,35,nn.Hardswish,0.0009731234580031183,0.9975654375926777,0.9973187333844916
8,INTERMEDIATE,1500,37,35,nn.Hardswish,0.0009731234580031183,0.9982433712623021,0.9980196683348855
8,INTERMEDIATE,2000,37,35,nn.Hardswish,0.0009731234580031183,0.9984245791125053,0.9982416514815653
8,INTERMEDIATE,2500,37,35,nn.Hardswish,0.0009731234580031183,0.9985056518732096,0.9983624702289607
8,INTERMEDIATE,3000,37,35,nn.Hardswish,0.0009731234580031183,0.9986108358916879,0.9984998975408212
8,INTERMEDIATE,3500,37,35,nn.Hardswish,0.0009731234580031183,0.9987616738948241,0.9986842749389764
8,INTERMEDIATE,4000,37,35,nn.Hardswish,0.0009731234580031183,0.9988735375669792,0.9988188452509406
8,INTERMEDIATE,4500,37,35,nn.Hardswish,0.0009731234580031183,0.9989390517922226,0.9988999124561367
8,INTERMEDIATE,5000,37,35,nn.Hardswish,0.0009731234580031183,0.9989584349169892,0.9989324069321198
8,INTERMEDIATE,5500,37,35,nn.Hardswish,0.0009731234580031183,0.9989658393815467,0.9989455901662947
8,INTERMEDIATE,6000,37,35,nn.Hardswish,0.0009731234580031183,0.9989734892628666,0.9989563186554316
8,INTERMEDIATE,6500,37,35,nn.Hardswish,0.0009731234580031183,0.9989777533620647,0.9989653783568887
8,INTERMEDIATE,7000,37,35,nn.Hardswish,0.0009731234580031183,0.9989831608965309,0.9989742725453621
8,INTERMEDIATE,7500,37,35,nn.Hardswish,0.0009731234580031183,0.9989856925047491,0.9989823526049225
8,INTERMEDIATE,8000,37,35,nn.Hardswish,0.0009731234580031183,0.9989892998633356,0.9989877567123719
8,INTERMEDIATE,8500,37,35,nn.Hardswish,0.0009731234580031183,0.998991440940887,0.9989946863480499
8,INTERMEDIATE,9000,37,35,nn.Hardswish,0.0009731234580031183,0.9989924091660006,0.9990003641308687
8,INTERMEDIATE,9500,37,35,nn.Hardswish,0.0009731234580031183,0.9989955813362653,0.9990054589868181
8,INTERMEDIATE,1,37,35,nn.Hardswish,0.0009731234580031183,0.998917835161227,0.9990092470223668
8,COMPLETED,9500,37,35,nn.Hardswish,0.0009731234580031183,0.9989955813362653,0.9990054589868181
9,INTERMEDIATE,0,186,52,nn.PReLU,0.05217704625528557,-12.169351819946375,-13.04489006707016
9,INTERMEDIATE,500,186,52,nn.PReLU,0.05217704625528557,0.9988145917318583,0.9988441279525149
9,INTERMEDIATE,1000,186,52,nn.PReLU,0.05217704625528557,0.9978128583741344,0.9978230940389816
9,INTERMEDIATE,1500,186,52,nn.PReLU,0.05217704625528557,0.9988436790305869,0.9988834299105585
9,INTERMEDIATE,2000,186,52,nn.PReLU,0.05217704625528557,0.9988667219430148,0.9989287007284858
9,INTERMEDIATE,2500,186,52,nn.PReLU,0.05217704625528557,0.9983306241007197,0.9983077179936183
9,INTERMEDIATE,3000,186,52,nn.PReLU,0.05217704625528557,0.998491150884139,0.9985078535167626
9,INTERMEDIATE,3500,186,52,nn.PReLU,0.05217704625528557,0.9988307776639441,0.9989285280167362
9,INTERMEDIATE,4000,186,52,nn.PReLU,0.05217704625528557,0.9989645588216275,0.9990510148507672
9,INTERMEDIATE,4500,186,52,nn.PReLU,0.05217704625528557,0.9983329947207286,0.9984770933665947
9,INTERMEDIATE,5000,186,52,nn.PReLU,0.05217704625528557,0.9975392304952329,0.9975933946440649
9,INTERMEDIATE,5500,186,52,nn.PReLU,0.05217704625528557,0.9989352610839234,0.9990388096853982
9,INTERMEDIATE,6000,186,52,nn.PReLU,0.05217704625528557,0.9990993675279413,0.9992037215659272
9,INTERMEDIATE,6500,186,52,nn.PReLU,0.05217704625528557,0.998782637396369,0.9989271265575586
9,INTERMEDIATE,7000,186,52,nn.PReLU,0.05217704625528557,0.9981477323096298,0.9982863651174105
9,INTERMEDIATE,7500,186,52,nn.PReLU,0.05217704625528557,0.9988427097264079,0.9989769915987428
9,INTERMEDIATE,8000,186,52,nn.PReLU,0.05217704625528557,0.9576846525728877,0.9559733630181324
9,INTERMEDIATE,8500,186,52,nn.PReLU,0.05217704625528557,0.9751873163092554,0.9736349820435484
9,INTERMEDIATE,9000,186,52,nn.PReLU,0.05217704625528557,0.9811762311397628,0.9802144771085787
9,INTERMEDIATE,9500,186,52,nn.PReLU,0.05217704625528557,0.9845607707015618,0.9840227117810789
9,INTERMEDIATE,1,186,52,nn.PReLU,0.05217704625528557,0.9862580760188985,0.9866724417015889
9,COMPLETED,9500,186,52,nn.PReLU,0.05217704625528557,0.9990993675279413,0.9992037215659272
10,INTERMEDIATE,0,82,38,nn.Hardswish,2.293876469861771e-06,-0.05272143911176763,-0.04855477111309048
10,INTERMEDIATE,500,82,38,nn.Hardswish,2.293876469861771e-06,0.007259111460957923,0.013598408165651277
10,INTERMEDIATE,1000,82,38,nn.Hardswish,2.293876469861771e-06,0.06512825528300392,0.07348096887131084
10,INTERMEDIATE,1500,82,38,nn.Hardswish,2.293876469861771e-06,0.12135815487316037,0.1315762080634275
10,INTERMEDIATE,2000,82,38,nn.Hardswish,2.293876469861771e-06,0.17615196977838576,0.18809530460113077
10,INTERMEDIATE,2500,82,38,nn.Hardswish,2.293876469861771e-06,0.22956341693762572,0.24309043949700326
10,INTERMEDIATE,3000,82,38,nn.Hardswish,2.293876469861771e-06,0.28159912503130524,0.29655946297696845
10,INTERMEDIATE,3500,82,38,nn.Hardswish,2.293876469861771e-06,0.3322079250493082,0.348440166225762
10,INTERMEDIATE,4000,82,38,nn.Hardswish,2.293876469861771e-06,0.3812576825058869,0.39858666910905405
10,INTERMEDIATE,4500,82,38,nn.Hardswish,2.293876469861771e-06,0.42856696951554163,0.44680265361478433
10,INTERMEDIATE,5000,82,38,nn.Hardswish,2.293876469861771e-06,0.47393573142689016,0.49287361941984376
10,INTERMEDIATE,5500,82,38,nn.Hardswish,2.293876469861771e-06,0.5171541647675171,0.5365768140782353
10,INTERMEDIATE,6000,82,38,nn.Hardswish,2.293876469861771e-06,0.5580071951520909,0.5776859905752783
10,INTERMEDIATE,6500,82,38,nn.Hardswish,2.293876469861771e-06,0.596286896694035,0.6159860500866434
10,INTERMEDIATE,7000,82,38,nn.Hardswish,2.293876469861771e-06,0.631802263493281,0.6512830985449374
10,INTERMEDIATE,7500,82,38,nn.Hardswish,2.293876469861771e-06,0.6643823900455238,0.683410031321154
10,INTERMEDIATE,8000,82,38,nn.Hardswish,2.293876469861771e-06,0.6938933424248109,0.7122444680890657
10,INTERMEDIATE,8500,82,38,nn.Hardswish,2.293876469861771e-06,0.720281841748355,0.7377601895382806
10,INTERMEDIATE,9000,82,38,nn.Hardswish,2.293876469861771e-06,0.7436083543522998,0.760063174822989
10,INTERMEDIATE,9500,82,38,nn.Hardswish,2.293876469861771e-06,0.764073467792896,0.7794108331575927
10,INTERMEDIATE,1,82,38,nn.Hardswish,2.293876469861771e-06,0.7983881936880282,0.7961745605787098
10,COMPLETED,9500,82,38,nn.Hardswish,2.293876469861771e-06,0.7983881936880282,0.7961745605787098
11,INTERMEDIATE,0,219,114,nn.ReLU,0.0005226933344329409,0.19134345873737235,0.20087314397180078
11,INTERMEDIATE,500,219,114,nn.ReLU,0.0005226933344329409,0.9985110578208247,0.9984785341762819
11,INTERMEDIATE,1000,219,114,nn.ReLU,0.0005226933344329409,0.998984927574522,0.999008906421744
11,INTERMEDIATE,1500,219,114,nn.ReLU,0.0005226933344329409,0.9990343216264268,0.9990902799926655
11,INTERMEDIATE,2000,219,114,nn.ReLU,0.0005226933344329409,0.9990693861847959,0.999139596057137
11,INTERMEDIATE,2500,219,114,nn.ReLU,0.0005226933344329409,0.9990882006485355,0.9991707274817658
11,INTERMEDIATE,3000,219,114,nn.ReLU,0.0005226933344329409,0.9990697038805858,0.9991722978057929
11,INTERMEDIATE,3500,219,114,nn.ReLU,0.0005226933344329409,0.9990999322312782,0.999207918750991
11,INTERMEDIATE,4000,219,114,nn.ReLU,0.0005226933344329409,0.9991058661621322,0.9992219531615578
11,INTERMEDIATE,4500,219,114,nn.ReLU,0.0005226933344329409,0.9991141543160568,0.9992298272449821
11,INTERMEDIATE,5000,219,114,nn.ReLU,0.0005226933344329409,0.9991084387441751,0.999228664926051
11,INTERMEDIATE,5500,219,114,nn.ReLU,0.0005226933344329409,0.9991264064374276,0.999261989775916
11,INTERMEDIATE,6000,219,114,nn.ReLU,0.0005226933344329409,0.9991267117092383,0.999264571153521
11,INTERMEDIATE,6500,219,114,nn.ReLU,0.0005226933344329409,0.9991250108020915,0.9992800791520617
11,INTERMEDIATE,7000,219,114,nn.ReLU,0.0005226933344329409,0.9991332793133205,0.9992934637544034
11,INTERMEDIATE,7500,219,114,nn.ReLU,0.0005226933344329409,0.9991359501421375,0.9993008805245714
11,INTERMEDIATE,8000,219,114,nn.ReLU,0.0005226933344329409,0.9991368381298652,0.9993085481952474
11,INTERMEDIATE,8500,219,114,nn.ReLU,0.0005226933344329409,0.9989111879268133,0.9991061066285393
11,INTERMEDIATE,9000,219,114,nn.ReLU,0.0005226933344329409,0.999064815723044,0.9992630300009288
11,INTERMEDIATE,9500,219,114,nn.ReLU,0.0005226933344329409,0.9991368796098424,0.9993324817859437
11,INTERMEDIATE,1,219,114,nn.ReLU,0.0005226933344329409,0.9990858061436407,0.9993141666243704
11,COMPLETED,9500,219,114,nn.ReLU,0.0005226933344329409,0.9991368796098424,0.9993324817859437
12,INTERMEDIATE,0,116,142,nn.Sigmoid,2.5439903759357145e-05,0.008548954870278291,0.006142518880936976
12,INTERMEDIATE,500,116,142,nn.Sigmoid,2.5439903759357145e-05,0.41296775564997323,0.42717018899685644
12,INTERMEDIATE,1000,116,142,nn.Sigmoid,2.5439903759357145e-05,0.7312401962640668,0.7464946167289181
12,INTERMEDIATE,1500,116,142,nn.Sigmoid,2.5439903759357145e-05,0.7871438407876746,0.7975072905522917
12,INTERMEDIATE,2000,116,142,nn.Sigmoid,2.5439903759357145e-05,0.8053211294639891,0.8156079316786902
