Trial-ID,Status,Iteration,H_l1,H_l2,activate,lr,Objective,training_error
30,INTERMEDIATE,6500,279,54,nn.Hardswish,1.0488449497345404e-05,0.9910071558160367,0.99041034793065
30,INTERMEDIATE,7000,279,54,nn.Hardswish,1.0488449497345404e-05,0.9921265712320764,0.9915145866903735
30,INTERMEDIATE,7500,279,54,nn.Hardswish,1.0488449497345404e-05,0.9931455831103351,0.9925367319542361
30,INTERMEDIATE,8000,279,54,nn.Hardswish,1.0488449497345404e-05,0.994049146362825,0.9934658659398301
30,INTERMEDIATE,8500,279,54,nn.Hardswish,1.0488449497345404e-05,0.9948700071578267,0.9943284722195342
30,INTERMEDIATE,9000,279,54,nn.Hardswish,1.0488449497345404e-05,0.9956316490543218,0.995141708273223
30,INTERMEDIATE,9500,279,54,nn.Hardswish,1.0488449497345404e-05,0.9963338138553147,0.9958956714749363
30,INTERMEDIATE,1,279,54,nn.Hardswish,1.0488449497345404e-05,0.9964144611570552,0.9965610213591672
30,COMPLETED,9500,279,54,nn.Hardswish,1.0488449497345404e-05,0.9964144611570552,0.9965610213591672
31,INTERMEDIATE,0,93,45,nn.PReLU,2.5028120827332482e-05,-0.09595596209404156,-0.10298882450119917
31,INTERMEDIATE,500,93,45,nn.PReLU,2.5028120827332482e-05,0.6613281038032666,0.6782381685000993
31,INTERMEDIATE,1000,93,45,nn.PReLU,2.5028120827332482e-05,0.8109756897351246,0.8211280126660602
31,INTERMEDIATE,1500,93,45,nn.PReLU,2.5028120827332482e-05,0.8852053791064569,0.8945533854354735
31,INTERMEDIATE,2000,93,45,nn.PReLU,2.5028120827332482e-05,0.9249947658186704,0.9323641947957526
31,INTERMEDIATE,2500,93,45,nn.PReLU,2.5028120827332482e-05,0.9461531190874032,0.9514266825454635
31,INTERMEDIATE,3000,93,45,nn.PReLU,2.5028120827332482e-05,0.9582676720973451,0.9620189423679162
31,INTERMEDIATE,3500,93,45,nn.PReLU,2.5028120827332482e-05,0.966097854494611,0.9688737292367648
31,INTERMEDIATE,4000,93,45,nn.PReLU,2.5028120827332482e-05,0.9718492779408419,0.9740384256223446
31,INTERMEDIATE,4500,93,45,nn.PReLU,2.5028120827332482e-05,0.9766802539679411,0.9784546098969051
31,INTERMEDIATE,5000,93,45,nn.PReLU,2.5028120827332482e-05,0.9810411433790606,0.9824499885666821
31,INTERMEDIATE,5500,93,45,nn.PReLU,2.5028120827332482e-05,0.984892119786904,0.985999836066612
31,INTERMEDIATE,6000,93,45,nn.PReLU,2.5028120827332482e-05,0.9882035960103089,0.9890168732671031
31,INTERMEDIATE,6500,93,45,nn.PReLU,2.5028120827332482e-05,0.9909836924912325,0.9915898586337181
31,INTERMEDIATE,7000,93,45,nn.PReLU,2.5028120827332482e-05,0.9930937703309934,0.9935548088074061
31,INTERMEDIATE,7500,93,45,nn.PReLU,2.5028120827332482e-05,0.9946575803687658,0.9949972088357674
31,INTERMEDIATE,8000,93,45,nn.PReLU,2.5028120827332482e-05,0.995814453277588,0.9960735287108476
31,INTERMEDIATE,8500,93,45,nn.PReLU,2.5028120827332482e-05,0.9966685333400306,0.9968486337075658
31,INTERMEDIATE,9000,93,45,nn.PReLU,2.5028120827332482e-05,0.9973091268462854,0.9974173103743292
31,INTERMEDIATE,9500,93,45,nn.PReLU,2.5028120827332482e-05,0.9977730867036775,0.9978419775581336
31,INTERMEDIATE,1,93,45,nn.PReLU,2.5028120827332482e-05,0.9973249855309555,0.9981576508722224
31,COMPLETED,9500,93,45,nn.PReLU,2.5028120827332482e-05,0.9977730867036775,0.9978419775581336
32,INTERMEDIATE,0,291,18,nn.PReLU,3.79444980233639e-05,0.07072527870380074,0.07197067912276989
32,INTERMEDIATE,500,291,18,nn.PReLU,3.79444980233639e-05,0.8840554745343441,0.8933610130425473
32,INTERMEDIATE,1000,291,18,nn.PReLU,3.79444980233639e-05,0.9518358014163361,0.9559866648302066
32,INTERMEDIATE,1500,291,18,nn.PReLU,3.79444980233639e-05,0.9669292513308536,0.9693684448530862
32,INTERMEDIATE,2000,291,18,nn.PReLU,3.79444980233639e-05,0.9746739348351928,0.9765165770749088
32,INTERMEDIATE,2500,291,18,nn.PReLU,3.79444980233639e-05,0.981307154855045,0.982697323155256
32,INTERMEDIATE,3000,291,18,nn.PReLU,3.79444980233639e-05,0.9863328266767322,0.9872835257465529
32,INTERMEDIATE,3500,291,18,nn.PReLU,3.79444980233639e-05,0.9897327770423922,0.9903797046169313
32,INTERMEDIATE,4000,291,18,nn.PReLU,3.79444980233639e-05,0.9922760159204744,0.9927513097290379
32,INTERMEDIATE,4500,291,18,nn.PReLU,3.79444980233639e-05,0.994167623656331,0.9945186067839096
32,INTERMEDIATE,5000,291,18,nn.PReLU,3.79444980233639e-05,0.9955542295782516,0.9957900447799188
32,INTERMEDIATE,5500,291,18,nn.PReLU,3.79444980233639e-05,0.9965239322874637,0.9966898167327298
32,INTERMEDIATE,6000,291,18,nn.PReLU,3.79444980233639e-05,0.9972370484468107,0.9973425933875185
32,INTERMEDIATE,6500,291,18,nn.PReLU,3.79444980233639e-05,0.9977317078204417,0.9978020519964282
32,INTERMEDIATE,7000,291,18,nn.PReLU,3.79444980233639e-05,0.998100535335808,0.9981452539306169
32,INTERMEDIATE,7500,291,18,nn.PReLU,3.79444980233639e-05,0.998383217282593,0.9984183166440664
32,INTERMEDIATE,8000,291,18,nn.PReLU,3.79444980233639e-05,0.9985803051046456,0.9986135526336156
32,INTERMEDIATE,8500,291,18,nn.PReLU,3.79444980233639e-05,0.9987291856561746,0.9987536261935369
32,INTERMEDIATE,9000,291,18,nn.PReLU,3.79444980233639e-05,0.9988333646130982,0.9988524245949078
32,INTERMEDIATE,9500,291,18,nn.PReLU,3.79444980233639e-05,0.9989019188273177,0.9989243509706238
32,INTERMEDIATE,1,291,18,nn.PReLU,3.79444980233639e-05,0.9987108133609819,0.9989812495514789
32,COMPLETED,9500,291,18,nn.PReLU,3.79444980233639e-05,0.9989019188273177,0.9989243509706238
33,INTERMEDIATE,0,290,19,nn.Hardswish,2.2659880527992755e-05,-0.010567379528362064,-0.017145196849581712
33,INTERMEDIATE,500,290,19,nn.Hardswish,2.2659880527992755e-05,0.7184133192092251,0.7300188542453352
33,INTERMEDIATE,1000,290,19,nn.Hardswish,2.2659880527992755e-05,0.874316093748228,0.880965829093188
33,INTERMEDIATE,1500,290,19,nn.Hardswish,2.2659880527992755e-05,0.9440618030395301,0.9476406953095381
33,INTERMEDIATE,2000,290,19,nn.Hardswish,2.2659880527992755e-05,0.9732739031241748,0.9742771925313128
33,INTERMEDIATE,2500,290,19,nn.Hardswish,2.2659880527992755e-05,0.982121916005742,0.9822271208548098
33,INTERMEDIATE,3000,290,19,nn.Hardswish,2.2659880527992755e-05,0.9855002041573386,0.985437348066732
33,INTERMEDIATE,3500,290,19,nn.Hardswish,2.2659880527992755e-05,0.9875516189139848,0.9874310064617625
33,INTERMEDIATE,4000,290,19,nn.Hardswish,2.2659880527992755e-05,0.9892141554618008,0.9890376354451658
33,INTERMEDIATE,4500,290,19,nn.Hardswish,2.2659880527992755e-05,0.99068302563415,0.9904433244242427
33,INTERMEDIATE,5000,290,19,nn.Hardswish,2.2659880527992755e-05,0.9919976887149091,0.9917002380613864
33,INTERMEDIATE,5500,290,19,nn.Hardswish,2.2659880527992755e-05,0.9931880742363023,0.9928555621124413
33,INTERMEDIATE,6000,290,19,nn.Hardswish,2.2659880527992755e-05,0.9942934969213489,0.9939418316090175
33,INTERMEDIATE,6500,290,19,nn.Hardswish,2.2659880527992755e-05,0.9953167315830773,0.9949665038100332
33,INTERMEDIATE,7000,290,19,nn.Hardswish,2.2659880527992755e-05,0.9962248231111505,0.9959013943348035
33,INTERMEDIATE,7500,290,19,nn.Hardswish,2.2659880527992755e-05,0.9969795750670978,0.9966923095092687
33,INTERMEDIATE,8000,290,19,nn.Hardswish,2.2659880527992755e-05,0.9975333528993541,0.9972704325170301
33,INTERMEDIATE,8500,290,19,nn.Hardswish,2.2659880527992755e-05,0.9978824881859155,0.9976363757310749
33,INTERMEDIATE,9000,290,19,nn.Hardswish,2.2659880527992755e-05,0.9981059840033663,0.9978712755280451
33,INTERMEDIATE,9500,290,19,nn.Hardswish,2.2659880527992755e-05,0.9982635630325258,0.998048268930729
33,INTERMEDIATE,1,290,19,nn.Hardswish,2.2659880527992755e-05,0.998034344848021,0.9981865427478144
33,COMPLETED,9500,290,19,nn.Hardswish,2.2659880527992755e-05,0.9982635630325258,0.998048268930729
34,INTERMEDIATE,0,277,55,nn.PReLU,2.3386228786590748e-06,-0.008499652740281416,-0.00804977032601828
34,INTERMEDIATE,500,277,55,nn.PReLU,2.3386228786590748e-06,0.2867743699814481,0.29844231778685504
34,INTERMEDIATE,1000,277,55,nn.PReLU,2.3386228786590748e-06,0.5020436096138418,0.5188151382856653
34,INTERMEDIATE,1500,277,55,nn.PReLU,2.3386228786590748e-06,0.6444858447440609,0.6621227415432882
34,INTERMEDIATE,2000,277,55,nn.PReLU,2.3386228786590748e-06,0.7311925982677056,0.7472037936962963
34,INTERMEDIATE,2500,277,55,nn.PReLU,2.3386228786590748e-06,0.7813459026361853,0.795147654038054
34,INTERMEDIATE,3000,277,55,nn.PReLU,2.3386228786590748e-06,0.8147060062212591,0.8265736449794452
34,INTERMEDIATE,3500,277,55,nn.PReLU,2.3386228786590748e-06,0.8418899657017975,0.8522858959749737
34,INTERMEDIATE,4000,277,55,nn.PReLU,2.3386228786590748e-06,0.8640673382857691,0.8735965022435344
34,INTERMEDIATE,4500,277,55,nn.PReLU,2.3386228786590748e-06,0.8821460701957784,0.8910853459782317
34,INTERMEDIATE,5000,277,55,nn.PReLU,2.3386228786590748e-06,0.8978475182606972,0.9062155790707387
34,INTERMEDIATE,5500,277,55,nn.PReLU,2.3386228786590748e-06,0.9116892542361814,0.9193923862350737
34,INTERMEDIATE,6000,277,55,nn.PReLU,2.3386228786590748e-06,0.9236210759344053,0.930591193946033
34,INTERMEDIATE,6500,277,55,nn.PReLU,2.3386228786590748e-06,0.9337492874220531,0.9399269135681004
34,INTERMEDIATE,7000,277,55,nn.PReLU,2.3386228786590748e-06,0.9419660926096854,0.9473466887765444
34,INTERMEDIATE,7500,277,55,nn.PReLU,2.3386228786590748e-06,0.9489595564935195,0.953584257627735
34,INTERMEDIATE,8000,277,55,nn.PReLU,2.3386228786590748e-06,0.9545599658527966,0.9584886368668164
34,INTERMEDIATE,8500,277,55,nn.PReLU,2.3386228786590748e-06,0.9590043140516278,0.9623885843149138
34,INTERMEDIATE,9000,277,55,nn.PReLU,2.3386228786590748e-06,0.9627360603444025,0.9656755015031113
34,INTERMEDIATE,9500,277,55,nn.PReLU,2.3386228786590748e-06,0.9658326658473166,0.9684398563033464
34,INTERMEDIATE,1,277,55,nn.PReLU,2.3386228786590748e-06,0.9660656807440868,0.970903416111824
34,COMPLETED,9500,277,55,nn.PReLU,2.3386228786590748e-06,0.9660656807440868,0.970903416111824
35,INTERMEDIATE,0,59,103,nn.ReLU,0.008412947242432217,0.3742902708050472,0.38941908222624966
35,INTERMEDIATE,500,59,103,nn.ReLU,0.008412947242432217,0.9989280546691567,0.9989769670482769
35,INTERMEDIATE,1000,59,103,nn.ReLU,0.008412947242432217,0.9989830578550217,0.9990566571425636
35,INTERMEDIATE,1500,59,103,nn.ReLU,0.008412947242432217,0.9990155534671165,0.9991025553705074
35,INTERMEDIATE,2000,59,103,nn.ReLU,0.008412947242432217,0.9989541668594639,0.9990567676758568
35,INTERMEDIATE,2500,59,103,nn.ReLU,0.008412947242432217,0.998989272577909,0.999099344279619
35,INTERMEDIATE,3000,59,103,nn.ReLU,0.008412947242432217,0.9990453668064523,0.9991470908479194
35,INTERMEDIATE,3500,59,103,nn.ReLU,0.008412947242432217,0.9988877790117361,0.9989872671094704
35,INTERMEDIATE,4000,59,103,nn.ReLU,0.008412947242432217,0.9990405633847124,0.9991461965237177
35,INTERMEDIATE,4500,59,103,nn.ReLU,0.008412947242432217,0.9988057521574619,0.9989577078320159
35,INTERMEDIATE,5000,59,103,nn.ReLU,0.008412947242432217,0.9990303781901312,0.9991624636096686
35,INTERMEDIATE,5500,59,103,nn.ReLU,0.008412947242432217,0.9990484802285993,0.9991651656437851
35,INTERMEDIATE,6000,59,103,nn.ReLU,0.008412947242432217,0.9976093275480912,0.9977779212601954
35,INTERMEDIATE,6500,59,103,nn.ReLU,0.008412947242432217,0.9990900432274812,0.9992216931733774
35,INTERMEDIATE,7000,59,103,nn.ReLU,0.008412947242432217,0.998929842998306,0.999038558000882
35,INTERMEDIATE,7500,59,103,nn.ReLU,0.008412947242432217,0.9988986679017917,0.9990718425020925
35,INTERMEDIATE,8000,59,103,nn.ReLU,0.008412947242432217,0.9990187461259078,0.9992003515849819
35,INTERMEDIATE,8500,59,103,nn.ReLU,0.008412947242432217,0.9991183862444862,0.9992888851785653
35,INTERMEDIATE,9000,59,103,nn.ReLU,0.008412947242432217,0.9990030867538039,0.9991532042665352
35,INTERMEDIATE,9500,59,103,nn.ReLU,0.008412947242432217,0.999041734648752,0.9992197003950105
35,INTERMEDIATE,1,59,103,nn.ReLU,0.008412947242432217,0.9990674155679435,0.9993025685729763
35,COMPLETED,9500,59,103,nn.ReLU,0.008412947242432217,0.9991183862444862,0.9992888851785653
36,INTERMEDIATE,0,77,56,nn.LeakyReLU,0.00038322412712650674,-0.04162350978904672,-0.04270637491620932
36,INTERMEDIATE,500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9905368022430168,0.990961724165402
36,INTERMEDIATE,1000,77,56,nn.LeakyReLU,0.00038322412712650674,0.9969924242614615,0.9970411661548448
36,INTERMEDIATE,1500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9981133389267891,0.998133663470366
36,INTERMEDIATE,2000,77,56,nn.LeakyReLU,0.00038322412712650674,0.9985776221516316,0.9985873296879818
36,INTERMEDIATE,2500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9987586509657259,0.998798644310058
36,INTERMEDIATE,3000,77,56,nn.LeakyReLU,0.00038322412712650674,0.998834485634551,0.9988964977180201
36,INTERMEDIATE,3500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9988828641561626,0.998954232684914
36,INTERMEDIATE,4000,77,56,nn.LeakyReLU,0.00038322412712650674,0.9989256391924686,0.9989986981515828
36,INTERMEDIATE,4500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9989550089346523,0.9990391220822602
36,INTERMEDIATE,5000,77,56,nn.LeakyReLU,0.00038322412712650674,0.9989874214075716,0.9990790577369554
36,INTERMEDIATE,5500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990146722887077,0.9991083889066666
36,INTERMEDIATE,6000,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990306120535286,0.9991348564887008
36,INTERMEDIATE,6500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990454262301343,0.9991581516443969
36,INTERMEDIATE,7000,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990588581030576,0.9991739134705523
36,INTERMEDIATE,7500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990666368089826,0.9991895365402894
36,INTERMEDIATE,8000,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990696487557117,0.9991992631134358
36,INTERMEDIATE,8500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990785812130412,0.9992060745437653
36,INTERMEDIATE,9000,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990856990287258,0.9992200857065799
36,INTERMEDIATE,9500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990897838977225,0.99922743374186
36,INTERMEDIATE,1,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990436310757337,0.9992332653808897
36,COMPLETED,9500,77,56,nn.LeakyReLU,0.00038322412712650674,0.9990897838977225,0.99922743374186
37,INTERMEDIATE,0,121,83,nn.Sigmoid,1.2937648946851985e-06,-0.05905585281417336,-0.053722268898299896
37,INTERMEDIATE,500,121,83,nn.Sigmoid,1.2937648946851985e-06,-0.03292578584596062,-0.028314915762524206
37,INTERMEDIATE,1000,121,83,nn.Sigmoid,1.2937648946851985e-06,-0.011752786810395932,-0.007615779521632948
37,INTERMEDIATE,1500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.006552272244883528,0.010433743618183722
37,INTERMEDIATE,2000,121,83,nn.Sigmoid,1.2937648946851985e-06,0.023163862682903047,0.02697102404746743
37,INTERMEDIATE,2500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.0387723159089568,0.042658587116324975
37,INTERMEDIATE,3000,121,83,nn.Sigmoid,1.2937648946851985e-06,0.053825495714645566,0.057918228837062435
37,INTERMEDIATE,3500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.06861710198771731,0.07301442345178677
37,INTERMEDIATE,4000,121,83,nn.Sigmoid,1.2937648946851985e-06,0.08333872852369029,0.08811039380311936
37,INTERMEDIATE,4500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.09811124059883447,0.10330446911964175
37,INTERMEDIATE,5000,121,83,nn.Sigmoid,1.2937648946851985e-06,0.11300912348534109,0.11865750379825657
37,INTERMEDIATE,5500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.128078237273204,0.13420836420966054
37,INTERMEDIATE,6000,121,83,nn.Sigmoid,1.2937648946851985e-06,0.14334878728378175,0.1499827726451094
37,INTERMEDIATE,6500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.15884103505054514,0.16599577341126992
37,INTERMEDIATE,7000,121,83,nn.Sigmoid,1.2937648946851985e-06,0.1745618187106135,0.1822483469856725
37,INTERMEDIATE,7500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.19050276114416786,0.19872666085710722
37,INTERMEDIATE,8000,121,83,nn.Sigmoid,1.2937648946851985e-06,0.20664734044365796,0.21540932342414454
37,INTERMEDIATE,8500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.22297439309460132,0.23227288010494695
37,INTERMEDIATE,9000,121,83,nn.Sigmoid,1.2937648946851985e-06,0.23946192177030845,0.24929376210205867
37,INTERMEDIATE,9500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.25608967765874413,0.2664518173540994
37,INTERMEDIATE,1,121,83,nn.Sigmoid,1.2937648946851985e-06,0.2857267494455735,0.2836971597394091
37,COMPLETED,9500,121,83,nn.Sigmoid,1.2937648946851985e-06,0.2857267494455735,0.2836971597394091
38,INTERMEDIATE,0,25,95,nn.ReLU,2.0250987634269304e-05,-0.02208214025408206,-0.034097557656824984
38,INTERMEDIATE,500,25,95,nn.ReLU,2.0250987634269304e-05,0.308831765953412,0.31537662879119244
38,INTERMEDIATE,1000,25,95,nn.ReLU,2.0250987634269304e-05,0.6073976728334423,0.623249567835678
38,INTERMEDIATE,1500,25,95,nn.ReLU,2.0250987634269304e-05,0.7843935153566604,0.7973814276858946
38,INTERMEDIATE,2000,25,95,nn.ReLU,2.0250987634269304e-05,0.8635861150357829,0.8722872736845304
38,INTERMEDIATE,2500,25,95,nn.ReLU,2.0250987634269304e-05,0.9087422624661944,0.9159030861605543
38,INTERMEDIATE,3000,25,95,nn.ReLU,2.0250987634269304e-05,0.9356584664743104,0.9413749570173446
38,INTERMEDIATE,3500,25,95,nn.ReLU,2.0250987634269304e-05,0.9502088560708172,0.9543981927943629
38,INTERMEDIATE,4000,25,95,nn.ReLU,2.0250987634269304e-05,0.9590147537431722,0.9620463564905443
38,INTERMEDIATE,4500,25,95,nn.ReLU,2.0250987634269304e-05,0.9650175786201233,0.9672626762052772
38,INTERMEDIATE,5000,25,95,nn.ReLU,2.0250987634269304e-05,0.9698479390677828,0.9715205792212998
38,INTERMEDIATE,5500,25,95,nn.ReLU,2.0250987634269304e-05,0.9740677277858076,0.9752969662254184
38,INTERMEDIATE,6000,25,95,nn.ReLU,2.0250987634269304e-05,0.9776833055391886,0.9785960574056705
38,INTERMEDIATE,6500,25,95,nn.ReLU,2.0250987634269304e-05,0.9807442131757418,0.9813959150987807
38,INTERMEDIATE,7000,25,95,nn.ReLU,2.0250987634269304e-05,0.9833299438817028,0.9837695645844435
38,INTERMEDIATE,7500,25,95,nn.ReLU,2.0250987634269304e-05,0.9855830059287283,0.9858340229294902
38,INTERMEDIATE,8000,25,95,nn.ReLU,2.0250987634269304e-05,0.9875901709028738,0.9876710251703527
38,INTERMEDIATE,8500,25,95,nn.ReLU,2.0250987634269304e-05,0.9893571653451178,0.9893137075934659
38,INTERMEDIATE,9000,25,95,nn.ReLU,2.0250987634269304e-05,0.990921526269134,0.9907900975798977
38,INTERMEDIATE,9500,25,95,nn.ReLU,2.0250987634269304e-05,0.992290477568157,0.9921245681872884
38,INTERMEDIATE,1,25,95,nn.ReLU,2.0250987634269304e-05,0.9915521603266956,0.993296515456298
38,COMPLETED,9500,25,95,nn.ReLU,2.0250987634269304e-05,0.992290477568157,0.9921245681872884
39,INTERMEDIATE,0,64,83,nn.PReLU,2.6335498160654537e-05,-0.01111970658303707,-0.01625286025615158
39,INTERMEDIATE,500,64,83,nn.PReLU,2.6335498160654537e-05,0.7552978370584618,0.7692766565285789
39,INTERMEDIATE,1000,64,83,nn.PReLU,2.6335498160654537e-05,0.8764112284308511,0.8844821246015087
39,INTERMEDIATE,1500,64,83,nn.PReLU,2.6335498160654537e-05,0.9224960656107122,0.9289513379181412
39,INTERMEDIATE,2000,64,83,nn.PReLU,2.6335498160654537e-05,0.9466366909585466,0.9509820103963291
39,INTERMEDIATE,2500,64,83,nn.PReLU,2.6335498160654537e-05,0.9600194838863586,0.963029923320524
39,INTERMEDIATE,3000,64,83,nn.PReLU,2.6335498160654537e-05,0.9680559855284989,0.9704827830408981
39,INTERMEDIATE,3500,64,83,nn.PReLU,2.6335498160654537e-05,0.9739893308847426,0.9760881108531569
39,INTERMEDIATE,4000,64,83,nn.PReLU,2.6335498160654537e-05,0.9788360609757861,0.9806540558227959
39,INTERMEDIATE,4500,64,83,nn.PReLU,2.6335498160654537e-05,0.9829632974987424,0.9844463549974369
39,INTERMEDIATE,5000,64,83,nn.PReLU,2.6335498160654537e-05,0.9864576518231298,0.9876028002322793
39,INTERMEDIATE,5500,64,83,nn.PReLU,2.6335498160654537e-05,0.9893256686859031,0.9901884450937418
39,INTERMEDIATE,6000,64,83,nn.PReLU,2.6335498160654537e-05,0.9916065357211142,0.9922412641631304
39,INTERMEDIATE,6500,64,83,nn.PReLU,2.6335498160654537e-05,0.9933795198122055,0.9938394704221422
39,INTERMEDIATE,7000,64,83,nn.PReLU,2.6335498160654537e-05,0.9947392555210381,0.9950857129358875
39,INTERMEDIATE,7500,64,83,nn.PReLU,2.6335498160654537e-05,0.9958032311963655,0.9960513178850847
39,INTERMEDIATE,8000,64,83,nn.PReLU,2.6335498160654537e-05,0.9966471099249983,0.9968152604671034
39,INTERMEDIATE,8500,64,83,nn.PReLU,2.6335498160654537e-05,0.9973096890887966,0.997413033113018
39,INTERMEDIATE,9000,64,83,nn.PReLU,2.6335498160654537e-05,0.9978043315643887,0.9978769810806322
39,INTERMEDIATE,9500,64,83,nn.PReLU,2.6335498160654537e-05,0.9981672139539979,0.9982109932223776
39,INTERMEDIATE,1,64,83,nn.PReLU,2.6335498160654537e-05,0.9978830043462308,0.9984500000005091
39,COMPLETED,9500,64,83,nn.PReLU,2.6335498160654537e-05,0.9981672139539979,0.9982109932223776
40,INTERMEDIATE,0,202,120,nn.ReLU,0.010285089627553756,0.7389469683393755,0.7302703749055711
40,INTERMEDIATE,500,202,120,nn.ReLU,0.010285089627553756,0.9949423778469307,0.9952530692699143
40,INTERMEDIATE,1000,202,120,nn.ReLU,0.010285089627553756,0.9990909017622162,0.9991754842655247
40,INTERMEDIATE,1500,202,120,nn.ReLU,0.010285089627553756,0.9971208186152658,0.9973194849398421
40,INTERMEDIATE,2000,202,120,nn.ReLU,0.010285089627553756,0.9990507239547242,0.9991654514570618
40,INTERMEDIATE,2500,202,120,nn.ReLU,0.010285089627553756,0.9990387142400395,0.9991482729874618
40,INTERMEDIATE,3000,202,120,nn.ReLU,0.010285089627553756,0.9990846154364759,0.9992101697946273
40,INTERMEDIATE,3500,202,120,nn.ReLU,0.010285089627553756,0.999114063371775,0.9992505147465519
40,INTERMEDIATE,4000,202,120,nn.ReLU,0.010285089627553756,0.9990875384950315,0.9992384847245108
40,INTERMEDIATE,4500,202,120,nn.ReLU,0.010285089627553756,0.9990092973441306,0.9991792205274385
40,INTERMEDIATE,5000,202,120,nn.ReLU,0.010285089627553756,0.9991417391294565,0.9993166305904251
40,INTERMEDIATE,5500,202,120,nn.ReLU,0.010285089627553756,0.9991008462661503,0.9992987916043494
40,INTERMEDIATE,6000,202,120,nn.ReLU,0.010285089627553756,0.9985469295230733,0.9987266586863468
40,INTERMEDIATE,6500,202,120,nn.ReLU,0.010285089627553756,0.9989979370591465,0.999239175269351
40,INTERMEDIATE,7000,202,120,nn.ReLU,0.010285089627553756,0.9989189310834027,0.9991763379445676
40,INTERMEDIATE,7500,202,120,nn.ReLU,0.010285089627553756,0.9990388768262867,0.9993096487019414
40,INTERMEDIATE,8000,202,120,nn.ReLU,0.010285089627553756,0.9986540450961996,0.998930072727553
40,INTERMEDIATE,8500,202,120,nn.ReLU,0.010285089627553756,0.9990614470333258,0.999360685062456
40,INTERMEDIATE,9000,202,120,nn.ReLU,0.010285089627553756,0.9990681685580367,0.9994141823110404
40,INTERMEDIATE,9500,202,120,nn.ReLU,0.010285089627553756,0.9987411488376869,0.9991537228943957
40,INTERMEDIATE,1,202,120,nn.ReLU,0.010285089627553756,0.9990368949593811,0.9994020593427454
40,COMPLETED,9500,202,120,nn.ReLU,0.010285089627553756,0.9991417391294565,0.9993166305904251
41,INTERMEDIATE,0,233,44,nn.ReLU,5.836422316786824e-06,-0.09205850308986041,-0.08905209947867387
41,INTERMEDIATE,500,233,44,nn.ReLU,5.836422316786824e-06,0.2883337271388484,0.3031016962709864
41,INTERMEDIATE,1000,233,44,nn.ReLU,5.836422316786824e-06,0.5698445720203129,0.588973549303481
41,INTERMEDIATE,1500,233,44,nn.ReLU,5.836422316786824e-06,0.725412404743754,0.7436070380681882
41,INTERMEDIATE,2000,233,44,nn.ReLU,5.836422316786824e-06,0.8083355192755752,0.8236946092690614
41,INTERMEDIATE,2500,233,44,nn.ReLU,5.836422316786824e-06,0.855349554180332,0.8679194784534074
41,INTERMEDIATE,3000,233,44,nn.ReLU,5.836422316786824e-06,0.8867189306882761,0.8971247173981893
41,INTERMEDIATE,3500,233,44,nn.ReLU,5.836422316786824e-06,0.90970490099813,0.918351965000811
41,INTERMEDIATE,4000,233,44,nn.ReLU,5.836422316786824e-06,0.9272255457038068,0.9342208250570451
41,INTERMEDIATE,4500,233,44,nn.ReLU,5.836422316786824e-06,0.9400723607639929,0.9455457055216517
41,INTERMEDIATE,5000,233,44,nn.ReLU,5.836422316786824e-06,0.9496359234490939,0.953824342875204
41,INTERMEDIATE,5500,233,44,nn.ReLU,5.836422316786824e-06,0.9569233980382459,0.9600967106019731
41,INTERMEDIATE,6000,233,44,nn.ReLU,5.836422316786824e-06,0.9626603878649175,0.9651070365907815
41,INTERMEDIATE,6500,233,44,nn.ReLU,5.836422316786824e-06,0.9675001502147994,0.9694751745463258
41,INTERMEDIATE,7000,233,44,nn.ReLU,5.836422316786824e-06,0.971563115091225,0.9732037598064074
41,INTERMEDIATE,7500,233,44,nn.ReLU,5.836422316786824e-06,0.9751565499159531,0.9765326806792595
41,INTERMEDIATE,8000,233,44,nn.ReLU,5.836422316786824e-06,0.9783322562920179,0.9794865012021703
41,INTERMEDIATE,8500,233,44,nn.ReLU,5.836422316786824e-06,0.9811139723374657,0.9820845785431593
41,INTERMEDIATE,9000,233,44,nn.ReLU,5.836422316786824e-06,0.9836072904848244,0.9844107813998021
